smiles,model_name,mol_idx,descriptor:MW,descriptor:nHeavyAtom,descriptor:TopoPSA,descriptor:SLogP,descriptor:nRot,descriptor:nRing
c1(S(=O)(CC(NCc2ccccn2)=O)=O)ccc(cc1)C(C)C,MOSES sample,212,332.425,23,76.13,2.2951,6,2
c1c(cccc1NCCC(c1ccc(cc1)Cl)=O)C#N,MOSES sample,213,284.746,20,52.89,3.89658,5,2
N(c1ccc(cc1)Cl)C(=O)NCc1ncn(n1)C,MOSES sample,214,265.704,18,71.84,1.7902,3,2
c1(C)nc(cc(n1)NC(C)c1cn(nc1)C(C)C)N1CCOCC1,MOSES sample,215,330.436,24,68.1,2.57212,5,3
C(=O)(N1CC(O)CCC1)NCC1(CCOCC1)c1c(cccc1)C,MOSES sample,216,332.444,24,61.8,2.20952,3,3
o1nc(C)c(C(C)C(Nc2cc(ccn2)OC)=O)c1C,MOSES sample,217,275.308,20,77.25,2.43724,4,2
c1(C#C)cc(NCC(Nc2ccc(S(N)(=O)=O)cc2)=O)ccc1,MOSES sample,218,329.381,23,101.29,1.3659,5,2
O=C(NCc1cc(Cl)c(cc1)Cl)NC(CCCO)C,MOSES sample,219,305.205,19,61.36,2.9536,6,1
N(C(c1c(Cl)ccc(S(N(C)C)(=O)=O)c1)=O)C1CCCCC1,MOSES sample,220,344.864,22,66.48,2.6528,4,2
N(C(=O)c1sc(cc1)C1OCCC1)(C)CCC(C)C,MOSES sample,221,281.421,19,29.54,3.7177,5,2
COc1ccc(OCC(=O)NC2(C#N)CCCCC2)cc1,MOSES sample,222,288.347,21,71.35,2.41668,5,2
C1C(C(OCC)=O)CCN(C1)C(=O)c1c(n2ccccc2nc1)=O,MOSES sample,223,329.356,24,80.98,1.1098,3,3
C(NCc1ccc(cc1)NC(NC(C)C)=O)(=O)N1CC(CCC1)CO,MOSES sample,224,348.447,25,93.7,2.1304,5,2
Cc1sc2c(-c3nnc(-c4cccs4)o3)c[nH]c2c1,MOSES sample,225,287.369,19,54.71,4.31632,2,4
C(CSc1nnc2ccccn12)(OC(c1ccccc1)C)=O,MOSES sample,226,313.382,22,56.49,3.1258,5,3
c12c(cc(=O)oc1cc(Oc1ccc(C)cc1)cc2)CC(NC)=O,MOSES sample,227,323.348,24,68.54,3.18222,4,3
c1(cccc(CNC2(C(=O)OC)CCC2)c1)NC(C)C,MOSES sample,228,276.38,20,50.36,2.6922,6,2
c1(c(cccc1)-n1cncc1)NC(=O)c1cc(ccc1)Cl,MOSES sample,229,297.745,21,46.92,3.778,3,3
c1(ccc(C(C)C)cc1)C(C1CN(C(C1)=O)CCOC)O,MOSES sample,230,291.391,21,49.77,2.3383,6,2
CCS(=O)(=O)N(C)Cc1nnc(-c2cccc(C)c2)o1,MOSES sample,231,295.364,20,76.3,1.82652,5,2
O=C(Nc1ccc(CN2CCOCC2)cn1)c1ccc(Cl)cc1F,MOSES sample,232,349.793,24,54.46,2.9586,4,3
c1c(ccc(c1)NC(CCc1csc(-c2ccccn2)n1)=O)F,MOSES sample,233,327.384,23,54.88,3.9155,5,3
C(OC)c1c(cccc1)NC(NCc1sccc1C)=O,MOSES sample,234,290.388,20,50.36,3.52462,5,2
C(C(CC)NC(NCCNC(c1ccc(cc1)F)=O)=O)O,MOSES sample,235,297.33,21,90.46,0.6256,7,1
c1c(cc(C(=O)C(C)Oc2cc(N)ccc2)cc1)OC,MOSES sample,236,271.316,20,61.55,2.9276,5,2
C1(CCCC1)NC(=O)CCn1nc(C)c2ccccc2c1=O,MOSES sample,237,299.374,22,63.99,2.15382,4,3
C#CCCOC(=O)C1CCN(S(=O)(=O)c2ccc(F)cc2)CC1,MOSES sample,238,339.388,23,63.68,1.7929,5,2
n1c([nH]c(c(CC(N2CCN(Cc3ccccc3)CC2)=O)c1C)=O)C,MOSES sample,239,340.427,25,69.3,1.27364,4,3
COc1cc2c(cc1OCF)C(C1CCCO1)NCC2,MOSES sample,240,281.327,20,39.72,2.3668,4,3
c1ccc(C(NC(CCC(F)(F)F)=O)C)cc1Cl,MOSES sample,241,279.689,18,29.1,3.8597,4,1
N1(Cc2ccc(n(c2)C)=O)CCOC2C(CCC12)OCC,MOSES sample,242,292.379,21,43.7,1.1536,4,3
C1(CCCCC1)CN(C(CNC(c1cc(c(F)cc1)F)=O)=O)C,MOSES sample,243,324.371,23,49.41,2.7333,5,2
COc1nc(OC)nc(C(=O)Nc2cccc(Cl)c2Cl)n1,MOSES sample,244,329.143,21,86.23,2.4479,4,2
CC(c1nc(c[nH]1)-c1nc(-c2ccc[nH]c2=O)no1)C,MOSES sample,245,271.28,20,100.46,1.9384,3,3
C1N(C(=O)c2sc(C)nc2)CCC21CCCN(C2=O)CCOC,MOSES sample,246,337.445,23,62.74,1.55262,4,3
CC(O)CN1CCN(c2ccc(C(F)(F)F)cn2)CC1C,MOSES sample,247,303.328,21,39.6,1.9917,3,2
c1c(COC)ccc(C(NC(CO)(C)C)=O)c1F,MOSES sample,248,255.289,18,58.56,1.4728,5,1
C(C)C(C(O)CNc1c2c(nc(C)n1)n(nc2)C)CC,MOSES sample,249,277.372,20,75.86,1.88072,6,2
COc1ccc(-n2cc(Br)c(C)n2)cc1,MOSES sample,250,267.126,15,27.05,2.95182,2,2
c1cc(cc(c1)-c1c(NC(=O)c2ccccc2)c2c(nccc2)o1)OC,MOSES sample,251,344.37,26,64.36,4.7557,4,4
c1cc(ccc1C(NC(c1ccccc1)(CO)C)=O)N(C)C,MOSES sample,252,298.386,22,52.57,2.3901,5,2
O=S(=O)(NCC(c1ccco1)O)c1ccc2CCCc2c1,MOSES sample,253,307.371,21,79.54,1.7802,5,3
O=C(Nc1cccc(N2CCCS2(=O)=O)c1)c1ccc(F)cc1,MOSES sample,254,334.372,23,66.48,2.6179,3,3
c1cc2c(C(C(OC)=O)CCN2C(CC=Cc2ccccc2)=O)cc1,MOSES sample,255,335.403,25,46.61,3.7834,4,3
c1c(OC(F)(F)F)c2c(cc1)CCNC2c1ccc(nc1)C,MOSES sample,256,308.303,22,34.15,3.52372,2,3
CC(C)(C)C(=O)NCCn1ccc(-c2ccncc2)n1,MOSES sample,257,272.352,20,59.81,2.1074,4,2
N1(CC2CCN(CCC2(O)C1)C(=O)c1cnccn1)c1ncccn1,MOSES sample,258,340.387,25,95.34,0.3701,2,4
CCCNC(CNC(CNC(=O)C1CCCC1)=O)=O,MOSES sample,259,269.345,19,87.3,-0.0648,7,1
CCc1ccc(N2CC(C(=O)Nc3ccccc3)CC2=O)cc1,MOSES sample,260,308.381,23,49.41,3.2406,4,3
Cc1ccc(N2CCC(NC(=O)c3cccn(C)c3=O)C2=O)cc1C,MOSES sample,261,339.395,25,71.41,1.53744,3,3
c1(c(=O)c2ccc(cc2[nH]c1)F)S(=O)(=O)c1ccc(C)cc1,MOSES sample,262,317.341,22,67,2.80842,2,3
Cc1c(CNCCc2c(cccc2)F)c(n(n1)C)C,MOSES sample,263,261.344,19,29.85,2.50834,5,2
c1cccc2C(C(N3CCCCC3)=O)CNCc21s,MOSES sample,264,,,,,,
CN(CC1CCCCC1)C(=O)c1ccn(C(F)F)n1,MOSES sample,265,271.311,19,38.13,2.9305,4,2
Cc1nn(CCO)c(c1CNCC1OCCc2c1cccc2)C,MOSES sample,266,315.417,23,59.31,1.89584,6,3
c1c(ccc(OC)c1)Sc1nccnc1C1CCN(CC1)C(=O)C,MOSES sample,267,343.452,24,55.32,3.3623,4,3
O=C(Cn1cc(N)cn1)Nc1c(Br)cc(cc1)F,MOSES sample,268,313.13,18,72.94,2.0056,3,2
CCOc1cc(C)ccc1NC(=O)NCc1ccco1,MOSES sample,269,274.32,20,63.5,3.30842,5,2
c1c(nc2n(c1=O)C(CC(NCCCOCC)=O)CS2)C,MOSES sample,270,311.407,21,73.22,1.13142,7,2
CCOc1ccccc1NS(=O)(=O)c1ccc(CO)cc1,MOSES sample,271,307.371,21,75.63,2.3784,6,2
Cc1ccc(S(=O)(=O)Nc2ccc3c(c2)NC(=O)C(C)O3)c(C)c1,MOSES sample,272,346.408,24,84.5,2.82364,3,3
c12nnn(c1ccc(C2)C(=O)Nc1onc(-c2cscc2)c1)CC,MOSES sample,273,,,,,,
C1COCCC1(CNS(CC)(=O)=O)c1cccc(c1)F,MOSES sample,274,301.383,20,55.4,1.8132,5,2
C(Cn1c(cccc1)=O)(NCc1cc(ccc1)-c1ccc(OC)cc1)=O,MOSES sample,275,348.402,26,60.33,2.8403,6,3
C(=O)(c1c(C)c2c(ccc(c2)O)oc1=O)NCc1ccncc1,MOSES sample,276,310.309,23,92.43,2.13202,3,3
c1(ccc(CCC(=O)N2CC(CC2C(OC)=O)O)cc1)C(N)=O,MOSES sample,277,320.345,23,109.93,-0.1471,5,2
CNC(=O)C1CN(C(=O)c2cccc(Cl)c2Cl)CCO1,MOSES sample,278,317.172,20,58.64,1.5804,2,2
C(N1CCN(S(=O)(=O)c2ccccc2)CC1)C(C)O,MOSES sample,279,284.381,19,60.85,0.3737,4,2
COc1cccc(CNc2cc(OC)ccc2F)c1,MOSES sample,280,261.296,19,30.49,3.455,5,2
C(Nc1c(cccc1C)C(C)C)(=O)CSc1c(=O)[nH]c(=O)[nH]n1,MOSES sample,281,334.401,23,107.71,1.62082,5,2
c12cccc(c2ccnc1C#N)CN1CC(OCC1)CCOC,MOSES sample,282,311.385,23,58.38,2.34378,5,3
CC(C)(C)OC(N1C(COc2c(cccc12)N)=O)=O,MOSES sample,283,264.281,19,81.86,1.9293,0,2
O=C(N(c1c(OC)cc(OC)cc1)CCO)C1CC1,MOSES sample,284,265.309,19,59,1.4391,6,2
O=S(=O)(c1cn[nH]c1)N1CCCC1c1ccco1,MOSES sample,285,267.31,18,79.2,1.5285,3,3
Cc1cc(C(C)NC(=O)C2CCCOC2)c(C)s1,MOSES sample,286,267.394,18,38.33,2.96874,3,2
c1c(F)cccc1S(=O)(NCCNC(c1ccccc1)=O)=O,MOSES sample,287,322.361,22,75.27,1.534,6,2
c1(-c2ccc3[nH]c(cc3c2)C)onc(n1)C(C)(C)OC,MOSES sample,288,271.32,20,63.94,3.40782,3,3
c12ccccc1n(CC(NC(=O)CCC(C)C)C(NC(C)C)=O)cn2,MOSES sample,289,344.459,25,76.02,2.4819,8,2
Cc1ccccc1NC(=O)C1CC(=O)n2cnnc2N1,MOSES sample,290,271.28,20,88.91,1.04962,2,3
Cc1n[nH]c(C)c1CCNC(=O)c1ccc2ccc(Cl)cc2n1,MOSES sample,291,328.803,23,70.67,3.20064,4,3
O=C(c1cnc2c(c1)CCCC2)N1CCCC(c2nncn2C2CC2)C1,MOSES sample,292,351.454,26,63.91,2.9066,3,5
o1c(=O)c(COC(c2sc(nc2C)C)=O)cc2ccccc12,MOSES sample,293,315.35,22,69.4,3.22334,3,3
c1cc(cc(c1)Oc1ccccc1)-n1nc(cc1N)C,MOSES sample,294,265.316,20,53.07,3.55522,3,3
c1(-c2onc(n2)-c2cccc(OC)c2OC)c(C)nn(C)c1,MOSES sample,295,300.318,22,75.2,2.46272,4,3
C1Oc2cc3nc(n(CC(C)C#N)c3cc2O1)C(C)C,MOSES sample,296,271.32,20,60.07,3.04808,3,3
CSc1ccccc1NC(=O)c1[nH]ncc1Br,MOSES sample,297,312.192,17,57.78,3.1464,3,2
O=C(Nc1c(ccc(c1)C)C)NCCC(=O)N(C)C,MOSES sample,298,263.341,19,61.44,1.90324,4,1
c1(c(c(c(Br)c(c1C)NC(=O)C)C)C)C(=O)OC,MOSES sample,299,314.179,18,55.4,3.11936,2,1
NC(=O)c1csc(C(=O)Oc2ccc3ccc(=O)oc3c2)c1,MOSES sample,300,315.306,22,99.6,2.1726,3,3
CNC(=O)Nc1ccc(S(=O)(=O)NC(C)C(C)C)cc1,MOSES sample,301,299.396,20,87.3,1.7607,5,1
C(c1nn2c(nc(cc2C)C)n1)(=O)NCc1cc2OCCOc2cc1,MOSES sample,302,339.355,25,90.64,1.44234,3,4
c1ccc(cc1)C1(CNC(CCOC)=O)CCCC1,MOSES sample,303,261.365,19,38.33,2.6511,6,2
n1(cnnn1)-c1ccc(OC(CSc2ccc(F)cc2)=O)cc1,MOSES sample,304,330.344,23,69.9,2.4991,5,3
C(N(CCc1ccccn1)C)(c1c2c(cccc2)n(CC)c1)=O,MOSES sample,305,307.397,23,38.13,3.3709,5,3
CC(C)(C)OC(NCC1(CC1)c1c(scc1)C(OC)=O)=O,MOSES sample,306,311.403,21,64.63,3.091,4,2
s1c(ccc1)CN(C(=O)NC1CCC(O)CC1)C,MOSES sample,307,268.382,18,52.57,2.193,3,2
n1(cnc2ccccc2c1=O)-c1ccc(c(c1)OC)OC,MOSES sample,308,282.299,21,53.35,2.4029,3,3
c12c(cc(nn2)N2CCN(C(=O)C3CCCO3)CC2)CCNC1=O,MOSES sample,309,331.376,24,87.66,-0.4099,2,4
NS(=O)(=O)c1ccc(NC(=O)C2CC2c2ccccc2)cc1,MOSES sample,310,316.382,22,89.26,2.0762,4,3
C(c1cnc(c(OC)c1)NC)(=O)NC(c1c(cc(F)cc1)F)C,MOSES sample,311,321.327,23,63.25,2.9011,5,2
C(c1ccco1)n1c(SCCOc2c(C)cccc2)nnc1C,MOSES sample,312,329.425,23,53.08,3.70734,7,3
c1c2cc(c(nc2ccc1)C(=O)NCCCN1CCOCC1)O,MOSES sample,313,315.373,23,74.69,1.3925,5,3
C(c1ccc(cc1)Oc1nccnc1C#N)(N(CC)CC)=O,MOSES sample,314,296.33,22,79.11,2.62258,5,2
c1(S(=O)(NC)=O)ccc(cc1)CCC(=O)NC,MOSES sample,315,256.327,17,75.27,0.2733,5,1
C1CCN(c2c1cc(cc2)NC(=O)NCc1ccccc1Cl)C(C)=O,MOSES sample,316,357.841,25,61.44,3.9608,3,3
c1(ncccn1)N1CCCC(C(Oc2ccc(Cl)cc2)=O)C1,MOSES sample,317,317.776,22,55.32,2.952,3,3
c1c(C(=O)NCCOCCO)noc1-c1ccc2c(c1)OCO2,MOSES sample,318,320.301,23,103.05,0.809,7,3
c1cc(C(=O)NCCS(N)(=O)=O)cc(OC)c1C,MOSES sample,319,272.326,18,98.49,0.02192,5,1
N(C(=O)N(CC1CCCO1)Cc1ccco1)CC1(C(=O)N)CCCC1,MOSES sample,320,349.431,25,97.8,2.0159,7,3
c1c(NC(CN(C)C(=O)CCc2ccsc2)=O)cccc1OC,MOSES sample,321,332.425,23,58.64,2.7864,7,2
c1cc2c(sc(n2)CNC(=O)c2c(NC)snc2C)cc1,MOSES sample,322,318.427,21,66.91,3.03292,4,3
c1(ccc(C(C)C)cc1)CC(Nc1ccon1)=O,MOSES sample,323,244.294,18,55.13,2.9792,4,2
c1cccc2c(C(NC(c3cccs3)C)=O)c[nH]c(c21)=O,MOSES sample,324,298.367,21,61.96,3.0806,3,3
n1(c(SC(C#N)C)nnc1C)CC(Nc1ncccn1)=O,MOSES sample,325,303.351,21,109.38,1.0194,5,2
c1(C(NCC(O)c2ccc(cc2)C(F)(F)F)=O)cc(=O)[nH]c(c1)C,MOSES sample,326,340.301,24,82.19,2.16552,4,2
N(CC(=O)OCC)(CCC)c1n2ncnc2nc(c1)C,MOSES sample,327,277.328,20,72.62,1.21222,6,2
C1CN(CCO1)C(CNC(=O)c1ccccc1)c1c(OC)cccc1,MOSES sample,328,340.423,25,50.8,2.4985,6,3
C(CCC(=O)Nc1ccc(cc1Br)C)(O)C,MOSES sample,329,286.169,16,49.33,2.85702,4,1
C1(C(=O)NC(C)(C)C)(CCOCC1)c1ccc(F)cc1F,MOSES sample,330,297.345,21,38.33,2.9277,2,2
O(C)c1ccc(OCCC(NCC(O)C)=O)cc1,MOSES sample,331,253.298,18,67.79,0.9611,7,1
n12nc(cc1nc(C(=O)NCCCC)cc2OCC)C,MOSES sample,332,276.34,20,68.52,1.96632,6,2
o1nc(cc1C)C(=O)NC1CCN(CC1)C(=O)c1cn2ncccc2c1,MOSES sample,333,353.382,26,92.74,1.66532,3,4
FC(COC(c1ccc(cc1)N1C(=O)NCC1)=O)F,MOSES sample,334,270.235,19,58.64,1.6381,4,2
c1sccc1C(=O)OCC(=O)Nc1c(C)cccc1C(C)C,MOSES sample,335,317.41,22,55.4,3.97542,5,2
C(CNC(=O)Cc1nc(sc1)-c1ccccc1)Cc1nc(C)no1,MOSES sample,336,342.424,24,80.91,2.79302,7,3
c1c(C(=O)Nc2c(C)ccc(C)c2)cc(C)c(c1S(=O)(=O)N)C,MOSES sample,337,332.425,23,89.26,2.81998,3,2
C(n1c(c2ccccc2s1)=O)CC(Nc1cccc(c1)Cl)=O,MOSES sample,338,332.812,22,51.1,3.7452,4,3
O=C(C(NC(c1cccc(c1)Cl)=O)C)N1Cc2c(cccc2)CC1,MOSES sample,339,342.826,24,49.41,3.0432,3,3
c1(c(cccc1)F)S(=O)(=O)N1CC(N2CCOCC2)C1,MOSES sample,340,300.355,20,49.85,0.5308,3,3
n1(-c2cc(c(C)cc2)C)c(nnn1)SCCCCC(=O)N,MOSES sample,341,305.407,21,86.69,2.02684,7,2
COC(=O)C(C)CN(C)S(=O)(=O)c1cccc(F)c1,MOSES sample,342,289.328,19,63.68,1.2553,5,1
Cc1ccc(-n2nnnc2CNS(=O)(=O)c2cccs2)cc1,MOSES sample,343,335.414,22,89.77,1.51072,5,3
O1C(c2c(scc2)C(N2CCC(C(=O)N)CC2)=O)OCC1,MOSES sample,344,310.375,21,81.86,1.131,3,3
COc1ccc(CNC(=O)N(C)C2CC(C)CCC2)cc1OC,MOSES sample,345,320.433,23,50.8,3.4239,5,2
O=C(NC1c2ccccc2OCC1)C(NC(C)=O)C,MOSES sample,346,262.309,19,67.43,1.151,3,2
c1(Cn2ccnc2Cc2cccc(Br)c2)cc(no1)C,MOSES sample,347,332.201,20,43.85,3.58112,4,3
C#CCC(OC(=O)c1cnn(C)c1C)c1ccccn1,MOSES sample,348,269.304,20,57.01,2.04492,4,2
c1c(ccc2CCCc12)C(Nc1cc(c(cc1)C)S(=O)(C)=O)=O,MOSES sample,349,329.421,23,63.24,3.13952,3,3
c12c(ccc(F)c2)CN(C(=O)Nc2ccnc(C)c2)CC1,MOSES sample,350,285.322,21,45.23,3.11932,1,3
COc1cc(OC)cc(C(=O)NCC(O)c2ccsc2)c1,MOSES sample,351,307.371,21,67.79,2.2287,6,2
O=S(=O)(N1CCC(C)CC1)Nc1ccc(c(c1)OC)OC,MOSES sample,352,314.407,21,67.87,2.0924,5,2
c1(nc2n(cc(C)cc2)c(=O)c1)CSc1ccc(C)cn1,MOSES sample,353,297.383,21,47.26,2.99864,3,3
c1c(ncc(c1)C(OC(C)COC)=O)C(N(C)C)=O,MOSES sample,354,266.297,19,68.73,0.9751,5,1
Cc1c(ccc(c1)C(O)CCC(NCCCC)=O)F,MOSES sample,355,267.344,19,49.33,2.86402,7,1
S(=O)(c1c(ccc(c1)C#CCO)Cl)(N(CC)CC)=O,MOSES sample,356,301.795,19,57.61,1.7143,4,1
O=C(Nc1ccccc1)c1nnn(-c2ccc(OCC)cc2)c1C,MOSES sample,357,322.368,24,69.04,3.22672,5,3
CN1CCN(C(=O)c2ccc(Br)cc2)C(C)(C)C1=O,MOSES sample,358,325.206,19,40.62,2.1419,1,2
c1(c(-c2ccccc2)nccn1)C1N(C(=O)c2cccnc2)CCCC1,MOSES sample,359,344.418,26,58.98,3.906,3,4
N(CC(=O)NC1CC1)C(=O)c1nc(sc1)Cc1cccc(Cl)c1,MOSES sample,360,349.843,23,71.09,2.3957,6,3
c1c2c(C(=O)NCC(NCCCC)=O)nc3c(cccc3)n2nc1,MOSES sample,361,325.372,24,88.39,1.5286,6,3
C(NC(=O)C(C)(c1ccccc1)C)c1cc(n(n1)C)-c1ncccc1,MOSES sample,362,334.423,25,59.81,3.0761,5,3
Cc1ccccc1OCCN1C(=O)COc2ccc(N)nc21,MOSES sample,363,299.33,22,77.68,1.77662,4,3
c1(-c2ccc3OCCc3c2)onc(CSc2nnc(s2)C)n1,MOSES sample,364,332.41,22,73.93,3.12372,4,4
C1(CN(C(CO1)C)Cc1ccccc1NC(=O)C)C,MOSES sample,365,262.353,19,41.57,2.2542,3,2
COCC(C)NC(=O)c1ccc(CNC(=O)Nc2ccccc2)cc1,MOSES sample,366,341.411,25,79.46,2.773,7,2
Nc1n(-c2ccc(cc2F)F)nnc1C(=O)OCC,MOSES sample,367,268.223,19,83.03,1.3044,3,2
c1ccc2c(NC(=O)N(C2=O)CCOC)c1Br,MOSES sample,368,299.124,17,64.09,1.0987,3,2
c1(C(C)(O)CNC(=O)Nc2c(ccc(F)c2)Cl)cccs1,MOSES sample,369,328.796,21,61.36,3.5698,4,2
OCCN(CC(C)O)S(c1ccc(cc1)C(=O)C)(=O)=O,MOSES sample,370,301.364,20,94.91,0.253,7,1
c1(c(nnc(C)n1)C)NCc1cc(ccc1)Cl,MOSES sample,371,248.717,17,50.7,2.75394,3,2
N#CC(Cc1cccs1)C(=O)Nc1cccc(Cl)c1,MOSES sample,372,290.775,19,52.89,3.72248,4,2
Clc1cc(Br)cc2c1CCNC2C1CC1,MOSES sample,373,286.6,15,12.03,3.6993,1,3
c1(CC(Nc2cc3c(cc2)n(C(C)C)c(o3)=O)=O)ccc(F)cc1,MOSES sample,374,328.343,24,64.24,3.4957,4,3
c1c(c(ncc1)OCCC)C(Nc1scc(C)n1)=O,MOSES sample,375,277.349,19,64.11,2.88762,5,2
CNC(c1cc(ccc1)OCc1noc(C2CC2)n1)=O,MOSES sample,376,273.292,20,77.25,1.8856,5,3
c1(c(ccc(c1)-n1cc(C(NC2CCCC2)=O)nn1)C)C,MOSES sample,377,284.363,21,59.81,2.55654,3,3
O=C(N1CCCCC1CC)Nc1ccccc1OC,MOSES sample,378,262.353,19,41.57,3.4916,3,2
CC(C)Cc1ccc(C(=O)N2CCC(O)CC2)cc1,MOSES sample,379,261.365,19,40.54,2.482,3,2
Cc1ccc2nc(-c3ccncc3)cc(C(=O)Nc3c(C)non3)c2c1,MOSES sample,380,345.362,26,93.8,3.54894,3,4
N(c1nccs1)C(C1CCCN1C(OC(C)(C)C)=O)=O,MOSES sample,381,297.38,20,71.53,2.4811,2,2
O=S(NCCCNC(c1[nH]nc(C)c1)=O)(c1ccc(cc1)F)=O,MOSES sample,382,340.38,23,103.95,0.95562,7,2
C(OC(c1ccc(C)c(OC)c1)=O)C(Nc1ccc(c(c1)F)F)=O,MOSES sample,383,335.306,24,64.63,3.07732,5,2
O=C(CCC1CCCO1)NCC1CN2CCCCC2CO1,MOSES sample,384,296.411,21,50.8,1.3151,5,3
C(OC(C)(C)C)(=O)N1CCC2(CC1)CN(C(=O)C2)c1ccccc1,MOSES sample,385,330.428,24,49.85,3.4406,1,3
COc1ccccc1CC(=O)Nc1cc(F)ccc1F,MOSES sample,386,277.27,20,38.33,3.1546,4,2
N#CC(CCC(=O)NCc1ccccc1)c1ccccc1F,MOSES sample,387,296.345,22,52.89,3.52948,6,2
o1cccc1-c1noc(CCC(NC(C)Cc2cc(ccc2)O)=O)n1,MOSES sample,388,341.367,25,101.39,2.7152,7,3
c1(nnc(SCC(Nc2ccc(F)c(c2)Cl)=O)n1C)C(C)C,MOSES sample,389,342.827,22,59.81,3.4618,5,2
O=C(Nc1ccc(c(C(=O)NC)c1)F)Cc1c(Cl)cccc1F,MOSES sample,390,338.741,23,58.2,3.159,4,2
c12c(ncc(NC(c3c(F)cccc3)=O)c1)n(nc2)C(C)C,MOSES sample,391,298.321,22,59.81,3.4036,3,3
c1ccc(cc1CNC(CNc1ccc(cc1)C(=O)N)=O)C,MOSES sample,392,297.358,22,84.22,1.82222,6,2
Cc1nc(cs1)CN(c1c(Cl)cc2c(nc(s2)C)c1)C,MOSES sample,393,323.874,20,29.02,4.65944,3,3
COc1c(OC)cc(CNC(=O)C(c2ccccc2)c2ccccc2)cc1,MOSES sample,394,361.441,27,47.56,4.1521,7,3
c1nnnn1-c1ccc(OC(=O)C2CCN(CC2)C(=O)C(C)C)cc1,MOSES sample,395,343.387,25,90.21,1.4623,4,3
CC(C)c1cc(C(=O)NCc2ncc(-c3ccccc3)[nH]2)nn1C,MOSES sample,396,323.4,24,75.6,2.8636,5,3
n1c(cc(cc1)-c1cc(n[nH]1)C1CCN(CC1)C(=O)CO)OC,MOSES sample,397,316.361,23,91.34,1.1786,4,3
c12cc(c(cc1C(NCC2)c1scc(C)n1)Cl)F,MOSES sample,398,282.771,18,24.92,3.47912,1,3
CC(c1ccsc1)C(Nc1ccc(OCC(N)=O)cc1)=O,MOSES sample,399,304.371,21,81.42,2.3544,6,2
C(c1cccc(c1NCc1ccncc1)Cl)(=O)OC,MOSES sample,400,276.723,19,51.22,3.1337,4,2
CCN(C)C(=O)c1cnc(-c2ccc(OC)cc2)nc1N(C)C,MOSES sample,401,314.389,23,58.56,2.3101,5,2
CCC(NC(=O)Nc1cc(N2CCCC2=O)ccc1Cl)CC,MOSES sample,402,323.824,22,61.44,3.7769,5,2
O=S(NC1CC1)(c1ccc(N2CCCCC2)c(c1)N)=O,MOSES sample,403,295.408,20,75.43,1.6998,4,3
n1(CCO)cc(cn1)NC(=O)NCc1nn(C)cn1,MOSES sample,404,265.277,19,109.89,-0.6744,5,2
c12c(nc(-c3ccco3)n2CCC)ccc(c1)C(=O)C,MOSES sample,405,268.316,20,48.03,3.9089,4,3
n1(c(CCC(N2CCCC2C(N(C)C)=O)=O)nc2ccccc21)C,MOSES sample,406,328.416,24,58.44,1.5851,4,3
n12cnc(cc2CN(CC1)C(=O)c1ccccc1O)=O,MOSES sample,407,271.276,20,75.43,0.6049,1,3
N#Cc1cc(c(OCC(NC(CC)C)=O)cc1)Cl,MOSES sample,408,266.728,18,62.12,2.50518,5,1
O=C(Cc1cccs1)Nc1ccnn1Cc1ccc(Cl)cc1,MOSES sample,409,331.828,22,46.92,3.8275,5,3
c1(C)n(Cc2c(F)cc(cc2)F)c(=O)sc1C,MOSES sample,410,255.289,17,22,2.85314,2,2
c1(S(n2nccc2)(=O)=O)c(ccc(C)c1C)Cl,MOSES sample,411,270.741,17,51.96,2.39034,2,2
C1c2sc3n(nc(-c4ccccc4F)n3)c2CCN1,MOSES sample,412,274.324,19,42.22,2.2426,1,4
c1c(F)ccc(c1)C(O)CN1C(C(C)(C)Nc2c1cccc2)=O,MOSES sample,413,314.36,23,52.57,3.0964,3,3
Cc1[nH]ncc1S(=O)(=O)Nc1ccsc1C(=O)OC(C)C,MOSES sample,414,329.403,21,101.15,2.14562,5,2
Cc1c(c(NC(CC(C)n2nc(cc2)C)=O)ccc1)C,MOSES sample,415,271.364,20,46.92,3.39816,4,2
COc1cccc(CC(=O)Nc2ccc(S(C)(=O)=O)cc2)c1,MOSES sample,416,319.382,22,72.47,2.2799,5,2
C1(CCCN1C(c1occc1)=O)C(NC1CCN(CC1)C(C)=O)=O,MOSES sample,417,333.388,24,82.86,1.0113,3,3
C1N(C(N(C)C)=O)CCN(C1)C(=O)NCc1cccc(COCC)c1,MOSES sample,418,348.447,25,65.12,1.7319,5,2
C(=O)(c1ccc(cc1)NC(=O)N)OC(C(Nc1ccc(C)cc1)=O)C,MOSES sample,419,341.367,25,110.52,2.66962,5,2
Cc1nc(NC(=O)Cn2nc3c(N4CCCCC4)nccn3c2=O)n[nH]1,MOSES sample,420,357.378,26,126.1,-0.05348,4,4
Cc1ccc(CC(=O)N2CCC(NC(=O)c3cccs3)CC2)cn1,MOSES sample,421,343.452,24,62.3,2.41502,4,3
CC(NC(=O)N1CCc2ccccc21)c1ccc(-n2cncn2)cc1,MOSES sample,422,333.395,25,63.05,3.1006,3,4
C1CCC(CN1C(NCc1c(OC(C)C)cccc1)=O)OCC,MOSES sample,423,320.433,23,50.8,3.1843,6,2
